PFRL 44  1 5 1    lagged PFRR
FRY  44  1 1 1    output or activity measure by energy user
FRY1 44  1 1 1    lagged FRY
PFRY 44  1 3 1    price of output by energy user
FRK  44  1 1 1    investment by energy user (RTD energy equations)
FRKE 44  1 1 1    technology measure by energy user
FRTD 44  1 1 1    R&D by energy user
FRX  44  0 2 1    tax revenues fuel use (ex c/e tax) (FRCX+FRLX+FROX+FRGX+FREX)
JRX  19  0 2 1    tax revenues fuels (ex c/e tax) (FRCX+FRLX+FROX+FRGX+FREX)
JCTT 19  0 2 1    carbon tax by fuel as additional excise duties (ex c/e tax)
JEUT 19  0 4 1    secondary energy use by fuel in thousand toe (incl own use)
JFRT 19  1 4 1    secondary energy use by fuel in thousand toe (incl own use)
JFTT 19  1 4 1    total energy use by fuel in thousand toe
PJ0  19  0 5 1    world real fuel prices incl tax (euros/toe) across users/regions
PJR  19  1 5 1    ave (across uses) fuel prices (euros/toe) ex tax
PJRT 19  1 5 1    ave fuel prices (euros/toe) including tax
PJEU 19  0 5 1    EU ave fuel prices (euros/toe) including tax
JRTR 19  1 6 1    tax rates (PJRT-PJR)/PJR excluding EC carbon/energy tax
RJT   1  0 6 1    energy taxes as %GDP 100*sum((PJRT-PJR)*RFRT)/(RYM*PRYM/EX)
JRCT 19  1 6 1    carbon tax rates
JRET 19  1 6 1    energy tax rates
FJCP 44 19 2 1    costs of emission permits region ISWR (m euro)
FJT  44  1 6 1    Taxes for DG TAXUD project
FTB  44  1 6 1    Baseline taxes for DG TAXUD project
RRMR  1  0 2 1    Regional revenue from minimum excise duties
FJTP 44 19 2 1    taxes on fuel by fuel user region ISWR (m euro)
PFJT 44 19 5 1    price of fuel by fuel user incl taxes region ISWR ($/toe)
FUTR 44 19 5 1    taxes on fuel by fuel user region ISWR ($/toe)
FUJT 44 19 4 1    fuel by fuel user region ISWR (thousand toe)
FURE 44 19 4 1    switch for regulation of electricity industry (=0 regu)
YRTK  2  1 4 1    inland road freight in million tonne kilometers (mtk)
RTKA  1  0 4 1    actual values of RTK
RTK   1  0 4 1    regional inland road freight in m tonne kilometers (mtk)
RTK1  1  0 4 1    lagged RTK
RTKC  1  0 5 1    change ratio (*previous year coeff) for transport coeffs
RTKR  1  0 5 1    residuals for RTK
YRTC  2  1 6 1    coefficients for inland road freight
YTKV  2  1 1 1    revenues from road freight tax
RTKV  1  0 1 1    regional revenues from road freight tax
RYWT  1  0 4 1    indicator of weighted gross output for road freight
RYW1  1  0 4 1    lagged RYWT
RP29  1  0 6 1    real price of inland transport
BRTK  1  4 6 1    parameters for RTK equations (non-standard)
RTTK  1  0 6 1    road freight tax rate in euro per tonne-km
EMCE 29  0 6 1    conversion of GHGs to CO2-equivalence (CO2=1)
EMTR 29  1 6 1    emission tax rates
RSOD  1  0 1 1    SO2 damages (EXTERNE estimates)
RNOD  1  0 1 1    NOx damages (EXTERNE estimates)
RPMD  1  0 1 1    PM10 damages (EXTERNE estimates)
RVOD  1  0 1 1    VOC damages (EXTERNE estimates)
RTOD  1  0 1 1    sum externality damages (SO2+NOx+PM10+VOC: EXTERNE estimates)
HMR0 31  1 6 1    heavy metals pollution (own units)
HSHG 33  1 6 1    mercury pollution by source (tonnes)
HSAS 33  1 6 1    arsenic pollution by source (tonnes)
HSCD 33  1 6 1    cadmium pollution by source (tonnes)
HSNI 33  1 6 1    nickel pollution by source (tonnes)
HSPB 33  1 6 1    lead pollution by source (tonnes)
HSDI 33  1 6 1    dioxins pollution by source (grammes toxic-eq)
HSPC 33  1 6 1    PCBs pollution by source (kilogrammes)
HHGA 33  1 6 1    observed mercury pollution by source (tonnes)
HASA 33  1 6 1    observed arsenic pollution by source (tonnes)
HCDA 33  1 6 1    observed cadmium pollution by source (tonnes)
HNIA 33  1 6 1    observed nickel pollution by source (tonnes)
HPBA 33  1 6 1    observed lead pollution by source (tonnes)
HDIA 33  1 6 1    observed dioxins pollution by source (grammes toxic-eq)
HPCA 33  1 6 1    observed PCBs pollution by source (kilogrammes)
HHGR 33  1 6 1    scaling factor mercury pollution by source
HASR 33  1 6 1    scaling factor arsenic pollution by source
HCDR 33  1 6 1    scaling factor cadmium pollution by source
HNIR 33  1 6 1    scaling factor nickel pollution by source
HPBR 33  1 6 1    scaling factor lead pollution by source
HDIR 33  1 6 1    scaling factor dioxins pollution by source
HPCR 33  1 6 1    scaling factor PCBs pollution by source
HMRP 31  1 6 1    relative productivity effects of heavy metal pollution
YRHM  2  1 6 1    aggregate HM productivity effects by sector
FUCT 44  1 4 1    revenues: RCTT by fuel users by region
RCTT  1  0 2 1    revenues: RTCA additional excise duties on carbon
RCTC  1  0 2 1    revenues: solid fuel component of RCTT
RCTO  1  0 2 1    revenues: liquid fuel component of RCTT
RCTG  1  0 2 1    revenues: gas fuel component of RCTT
RETT  1  0 2 1    revenues: RTEA additional excise duties on energy
RETX  1  0 2 1    revenues from excise duties on fuels (indirect taxes 1 to 6)
JREF 19  1 4 1    ESI fuel use (from ESFU) in thousand toe
JREA 19  1 4 1    actual JREF used if JSWE=1
PJ8T 19  1 6 1    price of fuels (incl tax) used for generation US$/toe
PJR8 19  1 6 1    ex tax price of fuels used for generation US$/toe
FCEU 44  0 4 1    EU user emissions of carbon dioxide th tonnes carbon
JCEU 19  0 4 1    EU fuel emissions of carbon dioxide th tonnes carbon
JEE0 19  0 4 1    EURO-19 ESI fuel use thousand toe (sum JREF)
JOE0 19  0 4 1    EURO-19 energy-intensive users (ex ESI) fuel use th toe
FCO2 44  1 4 1    user emissions of carbon dioxide th tonnes carbon
FC90 44  1 4 1    user emissions of CO2 1990 in th tonnes carbon
JTOC 19  1 6 1    ave tonnes oil-equivalent energy/tonne carbon emitted as CO2
RC90  1  0 4 1    regional emissions of CO2 1990 in th tonnes carbon
ECO2 32  1 4 1    source emissions of carbon dioxide th tonnes
ESO2 32  1 4 1    source emissions of sulphur dioxide th tonnes
ENOX 32  1 4 1    source emissions of nitrous oxides th tonnes
ECO  32  1 4 1    source emissions of carbon monoxide th tonnes
ECH4 32  1 4 1    source emissions of methane & other hydrocarbons th tonnes
EBS  32  1 4 1    source emissions of black smoke PM10 (partial data) th tonnes
EVOC 32  1 4 1    source emissions of volatile organic compounds th tonnes
EN2O 32  1 4 1    source emissions of nitrous oxide th tonnes
ESF6 32  1 4 1    source emissions of sulphur hexafluoride th tonnes
EHFC 32  1 4 1    source emissions of hydrofluorocarbons th tonnes
EPFC 32  1 4 1    source emissions of perfluorocarbons th tonnes
EC2R 32  1 6 1    residuals for source emissions of carbon dioxide
ESOR 32  1 6 1    residuals for source emissions of sulphur dioxide
ENOR 32  1 6 1    residuals for source emissions of nitrous oxides
ECOR 32  1 6 1    residuals for source emissions of carbon monoxide
ECHR 32  1 6 1    residuals for source emissions of methane & other hydrocarbons
EBSR 32  1 6 1    residuals for source emissions of black smoke
EVOR 32  1 6 1    residuals for source emissions of volatile organic compounds
EN2R 32  1 6 1    residuals for source emissions of nitrous oxide
ESFR 32  1 6 1    residuals for source emissions of sulphur hexafluoride
EHFR 32  1 6 1    residuals for source emissions of hydrofluorocarbons
EPFR 32  1 6 1    residuals for source emissions of perfluorocarbons
FR1C 44  1 4 1    use of coal, emissions of CO2 th tonnes carbon
FR1K 44  1 4 1    use of coke, emissions of CO2 th tonnes carbon
FR1U 44  1 4 1    use of crude oil, emissions of CO2 th tonnes carbon
FR1O 44  1 4 1    use of heavy oil, emissions of CO2 th tonnes carbon
FR1M 44  1 4 1    use of middle dist, emissions of CO2 th tonnes carbon
FR1G 44  1 4 1    use of natural gas, emissions of CO2 th tonnes carbon
FR1D 44  1 4 1    use of derived gas, emissions of CO2 th tonnes carbon
FR1W 44  1 4 1    use of waste, emissions of CO2 th tonnes carbon
FR1B 44  1 4 1    use of biofuel, emissions of CO2 th tonnes carbon
F1CC 44  1 6 1    converter for use of coal, emissions of CO2
F1KC 44  1 6 1    converter for use of coke, emissions of CO2
F1UC 44  1 6 1    converter for use of crude oil, emissions of CO2
F1OC 44  1 6 1    converter for use of heavy oil, emissions of CO2
F1MC 44  1 6 1    converter for use of middle dist, emissions of CO2
F1GC 44  1 6 1    converter for use of natural gas, emissions of CO2
F1DC 44  1 6 1    converter for use of derived gas, emissions of CO2
F1WC 44  1 6 1    converter for use of waste, emissions of CO2
JCO2 19  1 4 1    fuel emissions of carbon dioxide th tonnes carbon
RGHG  1  0 4 1    emissions of GHGs as CO2-equivalent th tonnes carbon
RGHA  1  0 4 1    5-year average of RGHG 2008-2012 (ONLY IN 2012)
RGHB  1  0 4 1    base value RGHG 1990 CO2, CH4 and N2O, 1995 HFC, PFC and SF6
EGHG 35  0 5 1    EU area emissions of GHG million tonnes carbon-equivalent
EGHA 35  0 5 1    EU 5-year average of EGHG 2008-2012 (ONLY IN 2012) mtC
EGHB 35  0 5 1    EU base value EGHG 1990 CO2, CH4 and N2O, 1995 other GHGs
ETOD 35  0 2 1    EU area externality damages (SO2+NOx+PM10: EXTERNE estimates)
FCOR 44  1 6 1    residual for FCO2
RCO2  1  0 4 1    emissions of carbon dioxide th tonnes carbon
RSO2  1  0 4 1    emissions of sulphur dioxide th tonnes
RNOX  1  0 4 1    emissions of nitrous oxides th tonnes
RCO   1  0 4 1    emissions of carbon monoxide th tonnes
RCH4  1  0 4 1    emissions of methane & other hydrocarbons th tonnes
RNC2  1  0 4 1    emissions of non-ETS carbon dioxide th tonnes carbon
RBS   1  0 4 1    emissions of black smoke PM10 (partial data) th tonnes
RVOC  1  0 4 1    emissions of volatile organic compounds th tonnes
RCFC  1  0 4 1    emissions of chlorofluorocarbons th tonnes
RN2O  1  0 4 1    emissions of nitrous oxide th tonnes
RSF6  1  0 4 1    emissions of sulphur hexafluoride th tonnes
RHFC  1  0 4 1    emissions of hydrofluorocarbons th tonnes
RPFC  1  0 4 1    emissions of perfluorocarbons th tonnes
EC2A 32  1 4 1    projected emissions of carbon dioxide th tonnes carbon
ESOA 32  1 4 1    projected emissions of sulphur dioxide th tonnes
ENOA 32  1 4 1    projected emissions of nitrous oxides th tonnes
ECMA 32  1 4 1    projected emissions of carbon monoxide th tonnes
ECHA 32  1 4 1    projected emissions of methane & other hydrocarbons th tonnes
EBSA 32  1 4 1    projected emissions of black smoke PM10 (partial data) th tonnes
EVOA 32  1 4 1    projected emissions of volatile organic compounds th tonnes
ECFA 32  1 4 1    projected emissions of chlorofluorocarbons th tonnes
EN2A 32  1 4 1    projected emissions of nitrous oxide th tonnes
ESFA 32  1 4 1    projected emissions of sulphur hexafluoride th tonnes
EHFA 32  1 4 1    projected emissions of hydrofluorocarbons th tonnes
EPFA 32  1 4 1    projected emissions of perfluorocarbons th tonnes
EMEU 29  0 4 1    EU-wide atmospheric emissions th tonnes
REM   1 29 4 1    GHG emissions th tonnes carbon (CO2 equivalent)
ESEM 32 29 4 1    region ISWR: emissions by source and type
FUYC 44  2 6 1    clas. con. 69 industries to fuel users
FYC2 44  2 6 1    clas. con. 43 industries to fuel users
AMAR 83  1 6 1    macroeconomic assumptions for forecast (%pa)
MRI  83  1 6 1    macroeconomic projections (local currency)
QRB   2  1 1 1    base for product output
PYHB  2  1 3 1    base for prices of home sales to home market (PYH)
YREB  2  1 4 1    base for industrial employment
QRXB  2  1 1 1    base for exports
QRMB  2  1 1 1    base for imports
PXRB  2  1 3 1    base for export prices
PMRB  2  1 3 1    base for import prices
LRPB 71  1 6 1    base for labour participation rate
RERB  1  0 1 1    base for employers social security contributions RERS
REEB  1  0 1 1    base for employees social security contributions REES
RVAB  1  0 1 1    base for VAT revenues RVAV
RDTB  1  0 1 1    base for dirct tax revenues RDTX
RETB  1  0 1 1    base for excise duties on energy products RETX
RERA  1  0 6 1    assumptions for RERR
REEA  1  0 6 1    assumptions for REER
RDTA  1  0 6 1    assumptions for RDTR
RBNA  1  0 6 1    assumptions for RBNR
YRCC  2  1 6 1    coal: lagged input-output coefficients
YROC  2  1 6 1    oil products: lagged input-output coefficients
YRGC  2  1 6 1    gas: lagged input-output coefficients
YREC  2  1 6 1    electricity: lagged input-output coefficients
YRFC  2  1 6 1    oil and gas: lagged input-output coefficients
YRIC  2  1 6 1    inland transport: lagged input-output coefficients
YRWC  2  1 6 1    water transport: lagged input-output coefficients
YRAC  2  1 6 1    air transport: lagged input-output coefficients
YRCD  2  1 6 1    coal: deviation-price elasticity of industrial demand
YROD  2  1 6 1    oil products: deviation-price elasticity of industrial demand
YRGD  2  1 6 1    gas: deviation-price elasticity of industrial demand
YRED  2  1 6 1    electricity: deviation-price elasticity of industrial demand
RERC 35  1 6 1    converter to go from 27 to 12 European areas (12 X 27)
YSYC 39  2 6 1    converter to go from 32 to 7 industry groups (7 X 32)
RRDD  1  1 6 1    inter-regional distances
RDTM  1  0 5 1    number of temperature degree days (<15 degrees in 10 day period)
YSRQ 39 35 1 1    summary gross output, QR (energy row 2, manu row EU row 7)
YSRV 39 35 1 1    summary value added, YRF
YSRE 39 35 4 1    summary employment, YRE
RVAR 39  1 6 1    model residual for summary regional value added
PAR  47  1 4 1    population by age group in thousands
PAR1 47  1 4 1    lagged PAR
DPAR 28  1 4 1    EU population by detailed age group in thousands
RPOP  1  0 4 1    regional population
RPO1  1  0 4 1    lagged regional population
RCHI  1  0 4 1    regional child population
ROAP  1  0 4 1    regional retired population (men over 65, women over 60)
RWPP  1  0 4 1    regional labour force (working-age pop.*particip. rate)
REMP  1  0 4 1    regional total employment
REM1  1  0 4 1    lagged REMP
REEM  1  0 4 1    regional total employees in employment
RHRS  1  0 6 1    regional average hours worked per week (from YRH & YRE)
RUNE  1  0 4 1    regional unemployment
RXSE  1  0 4 1    regional excess employment (full employment)
RUNR  1  0 6 1    regional unemployment rates (AMECO basis) (not %)
RUTR  1  0 6 1    full employment level of RUNR (set to RUNR in 1970)
RSC   1  0 1 1    regional total consumers' expenditure
RSC1  1  0 1 1    lagged regional total consumers' expenditure
RSCA  1  0 1 1    observed regional total consumers' expenditure
RSCX  1  0 1 1    exogenous change in regional total consumers' expenditure (addition)
RSCF  1  0 1 1    regional consumers' expenditure factor (CR(28,?)
RMAC  1  0 1 1    multiplicative average real consumption
RMA1  1  0 1 1    lagged RMAC
RSK   1  0 1 1    regional total investment spending
RSKL  1  0 1 1    lagged regional total investment spending
RSKA  1  0 1 1    regional total investment spending
RSG   1  0 1 1    regional total govt final consumption
RSGL  1  0 1 1    lagged regional total govt final consumption
RSX   1  0 1 1    regional total export
RSPX  1  0 2 1    value of regional total export
RPX1  1  0 2 1    lagged RSPX
RSIX  1  0 1 1    regional exports to internal market
RSIM  1  0 1 1    regional imports to internal market
RXIR  1  0 1 1    100*RSIX/RSX
RMIR  1  0 1 1    100*RSIM/RSM
RSEX  1  0 1 1    regional exports to external market
RSEM  1  0 1 1    regional imports to external market
EXER 35  0 6 1    EU-wide % of internal to total product exports
RSXM  1  0 1 1    regional manufacturing exports
RSXE  1  0 1 1    regional energy exports
PRMX  1  0 3 1    price index regional manufacturing exports
PREX  1  0 3 1    price index regional energy exports
RSM   1  0 1 1    regional total import
RSML  1  0 1 1    lagged regional total import
RSPM  1  0 2 1    regional total value of imports
RPM1  1  0 2 1    lagged RSPM
RDVT  1  0 6 1    assumptions for VAT multipliers (%change from base)
RSMM  1  0 1 1    regional manufacturing imports
RSME  1  0 1 1    regional energy imports
PRMM  1  0 3 1    price index regional manufacturing imports
PREM  1  0 3 1    price index regional energy imports
RBET  1  0 2 1    regional external-EU balance of trade (PRSX*RSEX-PRSM*RSEM)
RBIT  1  0 2 1    regional internal-EU balance of trade (PRSX*RSIX-PRSM*RSIM)
RBTR  1  0 6 1    balance of trade ratio % (100*RBET/RYM(J)*PRYM(J)/EX(J))
QBET  2  0 2 1    EU-15 external trade balance (PQEX*QEX-PQEM*QEM)
QBIT  2  0 2 1    EU-15 internal trade balance (PQIX*QIX-PQIM*QIM)
RDV   1  0 2 1    regional total value domestic sales (from YDV)
RDV1  1  0 2 1    lagged RDV
RSS   1  0 5 1    regional total stockbuilding (constant bn not m euro)
PRSS  1  0 3 1    price of regional total stockbuilding
RSVA  1  0 2 1    regional total value added (sum YRVA)
RSQ   1  0 1 1    regional total gross output of products
SWEC  1  0 6 1    19 switches for ECFIN project
PSCA  1  0 3 1    price index (local currency) consumers expenditure
PRSC  1  0 3 1    price index (local currency) consumers expenditure
PSC1  1  0 3 1    lagged PRSC
PSC2  1  0 3 1    lagged PSC1
PSC3  1  0 3 1    lagged PSC2
PRSB  1  0 3 1    PRSC in the base scenario (stored when IBAS=1)
PSB1  1  0 3 1    lagged PRSB
EPSC 35  0 3 1    EU area price index (local currency) consumers expenditure
PRSG  1  0 3 1    price index (local currency) gov't expenditure
PRSK  1  0 3 1    price index (local currency) investment expenditure
PRSX  1  0 3 1    price index (local currency) exports of goods & services
PRSM  1  0 3 1    price index (local currency) imports of goods & services
RTIN  1  0 3 1    target rate of price inflation as %pa
SURE  1  0 3 1    confidence factor for inflation target (=1 full)
REIW  1  0 3 1    ln((1+.01*RTIN)*SURE+(PRSC/PSC1)*(1-SURE))
REIP  1  0 3 1    ln((1+.01*RTIN)*SURE+(PSC1/PSC2)*(1-SURE))
REPC  1  0 3 1    PSC1*((1+.01*RTIN)*SURE+(PRSC/PSC1)*(1-SURE))
RGFR  1  0 6 1    public balance (general gov. income-exp.) %GDP (SO 8)
RGFZ  1  0 2 1    general gov. financial residual
RGFB  1  0 6 1    RGFR in the base scenario (stored when IBAS=1)
RTPI  1  0 2 1    regional total personal incomes
RGDI  1  0 2 1    regional gross disposable incomes (QUEST)
RWS   1  0 2 1    regional wages and salaries
RWS1  1  0 2 1    lagged RWS
RIFE  1  0 2 1    regional costs of employment to employers (RWS+RERS)
RERS  1  0 2 1    regional employers contributions to social security
REES  1  0 2 1    regional employees contributions to social security
RDIV  1  0 2 1    regional receipts of dividends, rent etc
RBEN  1  0 2 1    regional social security receipts
RDTX  1  0 2 1    regional deductions for income tax
RDSS  1  0 2 1    regional deductions for social security (REES+RERS)
RRPD  1  0 1 1    regional real personal disposable income (RGDI*EX/PRSC)
RRPL  1  0 1 1    lagged RRPD
RRI   1  0 2 1    regional residual income (RRPD*PRSC/EX)+RDTX+REES-RWS
RRI1  1  0 2 1    lagged RRI
RRIA  1  0 2 1    actual RRI
RRIR  1  0 2 1    residual RRI (additive)
RRIX  1  0 2 1    exogenous change in residual income (addition)
RRET  1  0 6 1    regional retentions ratio RWS/(RWS-RDTX-REES)
REER  1  0 6 1    regional employees social security payment ratio (REES/RWS)
RERR  1  0 6 1    regional employers social security payment ratio (RERS/RWS)
RETR  1  0 6 1    employer social security ratios (1+(RERS/RWS))
RSER  1  0 6 1    ratio of services to non-services value added
RBNR  1  0 6 1    social security benefit ratios RBEN/RWS
RITX  1  0 2 1    regional indirect tax revenues (excl RCTT, RETT & RETX)
RITR  1  0 6 1    indirect tax ratios (1+(RITX*EX/RSC*PRSC))
RDTR  1  0 6 1    standardised OECD direct tax ratios (RDTX/RWS)
RSRA  1  0 6 1    regional saving ratios (RGDI-(RSC*PRSC))/RDGI
RDW   1  0 2 1    regional investment in dwellings
RDW1  1  0 2 1    lagged RDW
RDWR  1  0 6 1    residual for RDW
RDWA  1  0 2 1    actual values for RDW
RFUP  1  0 4 1    regional total primary fuel use in thousand toe
RFU   1  0 4 1    regional total fuel use in thousand toe
RFU1  1  0 4 1    lagged RFU
RCT   1  0 4 1    regional total coal use in thousand toe
RCT1  1  0 4 1    lagged RCT
ROT   1  0 4 1    regional total heavy oil use in thousand toe
ROT1  1  0 4 1    lagged ROT
RGT   1  0 4 1    regional total natural gas use in thousand toe
RGT1  1  0 4 1    lagged RGT
RET   1  0 4 1    regional total electricity use in thousand toe
RET1  1  0 4 1    lagged RET
RBT   1  0 4 1    regional total biofuel use in thousand toe
RBT1  1  0 4 1    lagged RBT
RFUH  1  0 4 1    regional household fuel use in thousand toe
RCTH  1  0 4 1    regional household coal use in thousand toe
ROTH  1  0 4 1    regional household oil use in thousand toe
RGTH  1  0 4 1    regional household gas use in thousand toe
RETH  1  0 4 1    regional household electricity use in thousand toe
RMTH  1  0 4 1    regional household petrol use in thousand toe
REI   1  0 6 1    regional energy intensity of GDP (RFUP/RGDP)
RCI   1  0 6 1    regional CO2 intensity of GDP (RCO2/RGDP)(1995=1)
RSI   1  0 6 1    regional SO2 intensity of GDP (RSO2/RGDP)(1995=1)
REIB  1  0 6 1    regional energy intensity GDP base year level (RFUP/RGDP)
RCIB  1  0 6 1    regional CO2 intensity GDP base year level (RCO2/RGDP)
RSIB  1  0 6 1    regional SO2 intensity GDP base year level (RSO2/RGDP)
RFCT  1  0 6 1    regional factor for uprating c/e tax
RTE   1  0 6 1    regional EC energy tax rate in $/bbl oil-equivalent
RTC   1  0 6 1    regional EC carbon tax rate in $/bbl oil-equivalent
RCET  1  0 4 1    regional c/e tax liabilities of electricity industry
RTEA  1 58 6 1    regional energy tax as additional excise duties (euro/toe)
RTCA  1 58 6 1    regional carbon tax as additional excise duties (euro/tC)
REPT  1  0 6 1    regional target 2005/2010 for emission permits (% below 1990)
REPP  1  0 6 1    regional emission permit price (euro/tC)
REPX  1 58 6 1    exogenous regional emission permit price (euro/tC)
REPN  1  0 2 1    regional emission permit value of net trade
REPV  1  0 2 1    regional allocated emission permits m euro (sum(FEPV))
REPR  1  0 2 1    regional emission permit revenue from auctions
REPA  1 58 6 1    regional emission permits allocated (rest auctioned)
REPI  1  0 4 1    regional emission permits issued (thousand tC)
REPU  1  0 4 1    regional emission permits used (thousand tC)
REPB  1  0 4 1    regional emission permits banked (thousand tC)
RCDM  1  0 4 1    share of permits bought from CDM (0 to 1)
RTRE  1  0 6 1    regional c/e energy tax rate as euro/toe current prices
RSET  1  0 6 1    switch for taxes on ESI (=0 inputs;=1 attribute input tax to output)
RRTE  1 58 6 1    use of tax revenues to reduce RERS (employers SS) (proportion)
RRTR  1 58 6 1    use of tax revenues to reduce RDTR (direct tax) (proportion)
RXDR  1  0 6 1    regional excise duty rate as euro/toe (RETT/.001*RFU)
PFR   1  0 6 1    regional price of fuels euro/toe
ROP   1  0 6 1    regional oil price domestic production ($/bbl)
RVSE  1  0 6 1    regional value share electricity in total hhold fuel use %
RVSG  1  0 6 1    regional value share gas in total hhold fuel use %
RVAT  1  0 6 1    regional average effective rate of VAT (RVAV/RSC*PRSC)
RSVT  1  0 6 1    regional standard rate of VAT
RVAV  1  0 1 1    regional VAT revenues
RVRR  1  0 6 1    residual for RVAV
RGDT  1  0 1 1    target RGDP
RSWT  1  0 1 1    regional switch for target RGDP (=1 achieve target)
RMRI  1  0 6 1    average adjustment (* QEMR) to achieve RGDT
RMTX  1  0 1 1    regional import duties and agricultural levies
RDEU  1  0 6 1    dummy matrix for German unification
RTIM  1  0 6 1    time trend
RQ    1  2 2 1    regional gross product output by industry
RQX   1  2 2 1    regional gross product exports by industry
RQM   1  2 2 1    regional gross product imports by industry
RQIX  1  2 2 1    regional gross product internal exports by industry
RQIM  1  2 2 1    regional gross product internal imports by industry
RQY   1  2 2 1    regional gross product industrial demand by industry
RQC   1  2 2 1    regional gross product demand by consumers by industry
RQK   1  2 2 1    regional gross product GFCF by source industry
RK    1 16 2 1    regional gross product GFCF by destination industry
RKY   1 16 6 1    investment-output ratios (KR/YR, dwelling/RSC r41, RSK/RSQ r42)
RYCX  2  1 6 1    regional new I-O coefficients (for waste processing)
RYE   1  2 4 1    regional employment by industry
RPYH  1  2 3 1    regional prices (PYH) by industry
RYPR  1  2 5 1    regional productivity by industry
RPQX  1  2 3 1    regional export prices (PQRX) by industry
RPQM  1  2 3 1    regional import prices (PQRM) by industry
RYW   1  2 3 1    regional average earnings by industry
RYLC  1  2 6 1    regional (ln((YRLC*EX)/(.001*YREE*PYR))) by industry
RNHS  1  0 2 1    household savings m euros
RNGS  1  0 2 1    government savings m euros
RNCS  1  0 2 1    corporate savings m euros
QRR   2  1 1 1    model residuals for QR
RQR   1  2 1 1    model residuals for QR
QRES  2  0 1 1    EU model residuals total by product (SUM(QRR)) bn(95)euro
RRES  1  0 1 1    EU model residuals total by region (SUM(QRR)) bn(95)euro
QRRR  2  1 6 1    model residuals for QR as a ratio to QR
QIXR  2  1 6 1    model residuals for QIX
QEXR  2  1 6 1    model residuals for QEX
QEMR  2  1 6 1    multiplicative model residuals for QEM
QIMR  2  1 6 1    multiplicative model residuals for QIM
QEMD  2  1 6 1    additive model residuals for QEM
QIMD  2  1 6 1    additive model residuals for QIM
QRCR  2  1 6 1    model residuals for QRC
QRGR  2  1 6 1    model residuals for QRG
QRKR  2  1 6 1    model residuals for QRK
QRYR  2  1 6 1    model residuals for QRY
PEXR  2  1 6 1    model residuals for PQEX
PEMR  2  1 6 1    model residuals for PQEM
YRVR  2  1 6 1    model residuals for YRVA
YRWR  2  1 6 1    model residuals for YRW
PYHR  2  1 6 1    model residuals for PYH
PYRR  2  1 6 1    model residuals for PYR
YRR   2  1 6 1    model residuals for YR
YRER  2  1 6 1    model residuals for YRE
YRHR  2  1 6 1    model residuals for YRH
YRNR  2  1 6 1    model residuals for YRN
RSCR  1  0 6 1    model residuals for RSC
RURR  1  0 6 1    model residuals for RUNE
CRR   3  1 6 1    model residuals for CR
PCRR  3  1 6 1    model residuals for PCR
PGRR  4  1 6 1    model residuals for PGR
KRR  16  1 6 1    model residuals for KR
GRR   4  1 6 1    model residuals for GR
PVRR  8  1 6 1    model residuals for PVR
PKRR 16  1 6 1    model residuals for PKR
FRCR 44  1 6 1    model residuals for FRCT
FROR 44  1 6 1    model residuals for FROT
FRGR 44  1 6 1    model residuals for FRGT
FRER 44  1 6 1    model residuals for FRET
FRBR 44  1 6 1    model residuals for FRBT
FR0R 44  1 6 1    model residuals for FR0
MU1R 63  1 6 1    model residuals for MU01
MU2R 63  1 6 1    model residuals for MU02
MU3R 63  1 6 1    model residuals for MU03
MU4R 63  1 6 1    model residuals for MU04
MU5R 63  1 6 1    model residuals for MU05
MU6R 63  1 6 1    model residuals for MU06
MU7R 63  1 6 1    model residuals for MU07
MU8R 63  1 6 1    model residuals for MU08
MU9R 63  1 6 1    model residuals for MU09
QRA   2  1 1 1    actuals for QR
QRXA  2  1 1 1    actuals for QRX
QIXA  2  1 1 1    actuals for QIX
QEXA  2  1 1 1    actuals for QEX
QRMA  2  1 1 1    actuals for QRM
QIMA  2  1 1 1    actuals for QIM
QEMA  2  1 1 1    actuals for QEM
PQXA  2  1 3 1    actuals for PQRX
PQMA  2  1 3 1    actuals for PQRM
YVAA  2  1 6 1    actuals for YRV
YRWA  2  1 6 1    actuals for YRW
YREA  2  1 4 1    actuals for YRE
YEEA  2  1 4 1    actuals for YREE
YRHA  2  1 6 1    actuals for YRH
YRNA  2  1 6 1    actuals for YRN
PYRA  2  1 3 1    actuals for PYR
PYHA  2  1 3 1    actuals for PYH
PYA1  2  1 3 1    actuals for PYH (lagged 1 year)
CRA   3  1 1 1    actuals for CR
PCRA  3  1 3 1    actuals for PCR
KRA  16  1 1 1    actuals for KR
GRA   4  1 1 1    actuals for GR
PGRA  4  1 3 1    actuals for PG
PVRA  8  1 3 1    actuals for PVR
PKRA 16  1 3 1    actuals for PKR
FR01 44  1 4 1 3  actuals for coal FRCT
FR02 44  1 4 1 3  actuals/forecasts for coke,other coal
FRL2 44  1 4 1    lagged FR02
FR03 44  1 4 1 3  actuals/forecasts for crude oil
FRL3 44  1 4 1    lagged FR03
FR04 44  1 4 1 3  actuals for heavy fuel oil FROT
FR05 44  1 4 1 3  actuals/forecasts for middle distillates
FRL5 44  1 4 1    lagged FR05
FR06 44  1 4 1 3  actuals for other gas
FR07 44  1 4 1 3  actuals/forecasts for natural gas FRGT
FR08 44  1 4 1 3  actuals for electricity FRET
FR09 44  1 4 1 3  actuals/forecasts for heat
